company_id,company,valuation,year_founded,date_joined,industry,city,country,continent,funding,investors,years_to_unicorn,latitude,longitude
10825,Juanpi,1000000000,2012-01-01,2016-04-14,E-commerce & direct-to-consumer,Wuhan,China,Asia,136000000,"Tiantu Capital, SAIF Partners China, Newsion Venture Capital",4,30.5951051,114.2999353
10826,Karat,1000000000,2014-01-01,2021-10-13,Internet software & services,Seattle,United States,North America,169000000,"8VC, Norwest Venture Partners, Tiger Global Management",7,47.6038321,-122.330062
10827,LEAD School,1000000000,2012-01-01,2022-01-13,Edtech,Andheri,India,Asia,166000000,"WestBridge Capital, GSV Ventures, Elevar Equity",10,19.1196976,72.8464205
10828,Nexthink,1000000000,2004-01-01,2021-02-08,Data management & analytics,Prilly,Switzerland,Europe,346000000,"Auriga, Galeo Ventures, Highland Europe",17,46.534566,6.6055827
10829,People.ai,1000000000,2017-01-01,2021-08-11,Internet software & services,San Francisco,United States,North America,200000000,"GGV Capital, Lightspeed Venture Partners, ICONIQ Capital",4,37.7879363,-122.4075201
10830,Pharmapacks,1000000000,2010-01-01,2020-11-12,E-commerce & direct-to-consumer,Islandia,United States,North America,433000000,The Carlyle Group,10,64.9841821,-18.1059013
10831,Rightway,1000000000,2017-01-01,2021-03-30,Health,New York,United States,North America,130000000,"Thrive Capital, Khosla Ventures, Tiger Global Management",4,40.7127281,-74.0060152
10832,Sennder,1000000000,2015-01-01,2021-01-14,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,340000000,"Accelm Scania Growth Capital, Lakestar",6,52.5173885,13.3951309
10833,Sisense,1000000000,2004-01-01,2020-01-09,Data management & analytics,New York,United States,North America,274000000,"Opus Capital, Genesis Partners, Battery Ventures",16,40.7127281,-74.0060152
10834,Staffbase,1000000000,2014-01-01,2022-03-15,Internet software & services,Chemnitz,Germany,Europe,307000000,"Insight Partners, e.ventures, General Atlantic",8,50.8323531,12.918914
10835,Sunbit,1000000000,2016-01-01,2021-05-20,Fintech,Los Angeles,United States,North America,210000000,"Zeev Ventures, Group11, Chicago Ventures",5,34.0536909,-118.242766
10836,TangoMe,1000000000,2009-01-01,2014-03-20,Mobile & telecommunications,Mountain View,United States,North America,361000000,"Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group",5,37.3893889,-122.0832101
10837,The Bank of London,1000000000,2018-01-01,2021-11-30,Fintech,London,United Kingdom,Europe,90000000,"Mangrove Capital Partners,14W, ForgeLight",3,51.5074456,-0.1277653
10838,Zego,1000000000,2016-01-01,2021-03-09,Fintech,London,United Kingdom,Europe,202000000,"LocalGlobe, Balderton Capital, Target Global",5,51.5074456,-0.1277653
10839,Nxin,1000000000,2015-01-01,2018-09-18,Internet software & services,Beijing,China,Asia,53000000,"Beijing Juneng Hesheng Industry Investment Fund, Beijing Shuju Xinrong Fund",3,40.190632,116.412144
10840,Mamaearth,1000000000,2016-01-01,2021-12-28,E-commerce & direct-to-consumer,Gurgaon,India,Asia,111000000,"Fireside Ventures, Sequoia Capital India, Stellaris Venture Partners",5,28.4646148,77.0299194
10841,Radius Payment Solutions,1000000000,1990-01-01,2017-11-27,Fintech,Crewe,United Kingdom,Europe,200000000,Inflexion Private Equity,27,53.0996153,-2.4414627
10842,Rivigo,1000000000,2014-01-01,2019-07-11,"Supply chain, logistics, & delivery",Gurgaon,India,Asia,247000000,"SAIF Partners India, Warburg Pincus, Trifecta Capital Advisors",5,28.4646148,77.0299194
10843,Rubicon,1000000000,2008-01-01,2017-08-25,Other,Atlanta,United States,North America,223000000,"Goldman Sachs, Leonardo DiCaprio, Promecap",9,33.7544657,-84.3898151
10844,Socar,1000000000,2012-01-01,2020-10-16,Auto & transportation,Jeju-do,South Korea,Asia,408000000,"Bain Capital, Altos Ventures, Songhyun Investment",8,33.4887737,126.4987083
10845,MobileCoin,1000000000,2018-01-01,2021-07-07,Fintech,San Francisco,United States,North America,107000000,"General Catalyst, Future Ventures, AU21",3,37.7879363,-122.4075201
10846,Density,1000000000,2014-01-01,2021-11-10,Hardware,San Francisco,United States,North America,217000000,"Founders Fund, Upfront Ventures, 01 Advisors",7,37.7879363,-122.4075201
10847,Instabase,1000000000,2015-01-01,2019-10-21,Data management & analytics,San Francisco,United States,North America,132000000,"New Enterprise Associates, Greylock Partners, Andreessen Horowitz",4,37.7879363,-122.4075201
10848,Jiuxian,1000000000,2009-01-01,2015-07-30,E-commerce & direct-to-consumer,Beijing,China,Asia,250000000,"Sequoia Capital China, Rich Land Capital, Merrysunny Wealth",6,40.190632,116.412144
10849,Matrixport,1000000000,2019-01-01,2021-06-01,Fintech,Singapore,Singapore,Asia,100000000,"Dragonfly Captial, Qiming Venture Partners, DST Global",2,1.357107,103.8194992
10850,Mixpanel,1000000000,2009-01-01,2021-11-15,Internet software & services,San Francisco,United States,North America,277000000,"Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital",12,37.7879363,-122.4075201
10851,Sendbird,1000000000,2013-01-01,2021-04-06,Mobile & telecommunications,San Mateo,United States,North America,221000000,"FundersClub, Y Combinator, Tiger Global Management",8,37.496904,-122.3330573
10852,OrCam Technologies,1000000000,2010-01-01,2018-02-20,Artificial intelligence,Jerusalem,Israel,Asia,86000000,"Intel Capital, Aviv Venture Capital",8,31.7788472,35.2257856
10853,Leap Motor,1000000000,2015-01-01,2018-11-20,Auto & transportation,Hangzhou,China,Asia,1000000000,"Sequoia Capital China, Gopher Asset Management, Shanghai Electric Group",3,30.2489634,120.2052342
10854,1KMXC,1000000000,2014-01-01,2021-08-30,Hardware,Hangzhou,China,Asia,86000000,"Goldman Sachs Asset Management, SDP Investment, Alibaba Group",7,30.2489634,120.2052342
10855,58 Daojia,1000000000,2014-01-01,2015-10-12,Internet software & services,Beijing,China,Asia,300000000,"KKR, Alibaba Group, Ping An Insurance",1,40.190632,116.412144
10856,Agile Robots,1000000000,2018-01-01,2021-09-09,Hardware,Munich,Germany,Europe,240000000,"Hillhouse Capital Management, Sequoia Capital China, Linear Venture",3,48.1371079,11.5753822
10857,Aibee,1000000000,2017-01-01,2021-04-13,Artificial intelligence,Beijing,China,Asia,273000000,"Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures",4,40.190632,116.412144
10858,Aircall,1000000000,2014-01-01,2021-06-23,Internet software & services,New York,United States,North America,226000000,"Balderton Capital, Next World Capital, Draper Esprit",7,40.7127281,-74.0060152
10859,Ajaib,1000000000,2018-01-01,2021-10-04,Fintech,Jakarta,Indonesia,Asia,245000000,"Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners",3,-6.1754049,106.827168
10860,Alto Pharmacy,1000000000,2015-01-01,2020-01-30,Health,San Francisco,United States,North America,524000000,"Jackson Square Ventures, Greenoaks Capital Management, Softbank Group",5,37.7879363,-122.4075201
10861,Amagi,1000000000,2008-01-01,2022-03-16,Internet software & services,Bengaluru,India,Asia,240000000,"Mayfield, Accel, Norwest Venture Partners",14,12.9767936,77.590082
10862,Amount,1000000000,2019-01-01,2021-05-17,Fintech,Chicago,United States,North America,243000000,"Invus Group, Hanaco Venture Capital, WestCap Group",2,41.8755616,-87.6244212
10863,Amperity,1000000000,2016-01-01,2021-07-13,Artificial intelligence,Seattle,United States,North America,187000000,"Madrona Venture Group, Tiger Global Management, Madera Technology Partners",5,47.6038321,-122.330062
10864,Anyscale,1000000000,2019-01-01,2021-12-07,Artificial intelligence,Berkeley,United States,North America,160000000,"Andreessen Horowitz, Intel Capital, Foundation Capital",2,37.8708393,-122.272863
10865,Aptos,1000000000,2021-01-01,2022-03-15,Internet software & services,Palo Alto,United States,North America,200000000,"Andreessen Horowitz, Coinbase Ventures, Tiger Global Management",1,37.4443293,-122.1598465
10866,Aqua Security,1000000000,2015-01-01,2021-03-10,Cybersecurity,Ramat Gan,Israel,Asia,265000000,"TLV Partners, Lightspeed Venture Partners, M12",6,32.0686867,34.8246812
10867,Assembly,1000000000,2019-01-01,2021-09-21,Internet software & services,Culver City,United States,North America,,"Advent International, PSG, Providence Equity Partners",2,34.0211224,-118.396466
10868,Assent,1000000000,2010-01-01,2022-01-06,"Supply chain, logistics, & delivery",Ottawa,Canada,North America,534000000,"Vista Equity Partners, Warburg Pincus, First Ascent Ventures",12,45.4208777,-75.6901106
10869,Augury,1000000000,2011-01-01,2021-10-26,Artificial intelligence,New York,United States,North America,294000000,"Lerer Hippeau, Munich Re Ventures, Eclipse Ventures",10,40.7127281,-74.0060152
10870,Axelar,1000000000,2020-01-01,2022-02-15,Internet software & services,Waterloo,Canada,North America,64000000,"Lemniscap VC, North Island Ventures, Polychain Capital",2,42.498275,-92.3328743
10871,Axiom Space,1000000000,2016-01-01,2021-02-16,Other,Houston,United States,North America,150000000,"C5 Capital, Hemisphere Ventures, The Venture Collective",5,29.7589382,-95.3676974
10872,Banma Network Technologies,1000000000,2015-01-01,2018-09-13,Auto & transportation,Shanghai,China,Asia,697000000,"Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital",3,31.2312707,121.4700152
10873,BeiBei,1000000000,2011-01-01,2015-01-22,E-commerce & direct-to-consumer,Hangzhou,China,Asia,224000000,"Banyan Capital, New Horizon Capital, IDG Capital Partners",4,30.2489634,120.2052342
10874,BenevolentAI,1000000000,2013-01-01,2015-06-02,Artificial intelligence,London,United Kingdom,Europe,292000000,Woodford Investment Management,2,51.5074456,-0.1277653
10875,Berlin Brands Group,1000000000,2005-01-01,2021-09-01,E-commerce & direct-to-consumer,Berlin,Germany,Europe,800000000,"Ardian, Bain Capital",16,52.5173885,13.3951309
10876,Betterfly,1000000000,2018-01-01,2022-02-01,Artificial intelligence,Santiago,Chile,South America,205000000,"QED Investors, DST Global, Endeavor",4,-33.4377756,-70.6504502
10877,BitFury,1000000000,2011-01-01,2018-11-06,Hardware,Amsterdam,Netherlands,Europe,170000000,"Georgian Co-Investment Fund, iTech Capital, Galaxy Digital",7,52.3730796,4.8924534
10878,BlackBuck,1000000000,2015-01-01,2021-07-22,"Supply chain, logistics, & delivery",Bengaluru,India,Asia,352000000,"Accel, Sands Capital, International Finance Corporation",6,12.9767936,77.590082
10879,Bluecore,1000000000,2013-01-01,2021-08-05,Artificial intelligence,New York,United States,North America,238000000,"FirstMark Capital, Georgian Partners, Norwest Venture Partners",8,40.7127281,-74.0060152
10880,BlueVoyant,1000000000,2017-01-01,2022-02-23,Cybersecurity,New York,United States,North America,526000000,"8VC, Liberty Strategic Capital, Eden Global Partners",5,40.7127281,-74.0060152
10881,bolttech,1000000000,2018-01-01,2021-07-01,Fintech,Singapore,Singapore,Asia,210000000,"Mundi Ventures, Doqling Capital Partners, Activant Capital",3,1.357107,103.8194992
10882,Boom Supersonic,1000000000,2014-01-01,2020-12-16,Other,Englewood,United States,North America,241000000,"WRVI Capital, Caffeinated Capital, Y Combinator",6,40.8929329,-73.9726508
10883,Bringg,1000000000,2013-01-01,2021-06-16,"Supply chain, logistics, & delivery",Tel Aviv,Israel,Asia,185000000,"Salesforce Ventures, next47, Pereg Ventures",8,32.0852997,34.7818064
10884,C2FO,1000000000,2008-01-01,2019-08-07,Fintech,Leawood,United States,North America,538000000,"Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management",11,38.966673,-94.6169012
10885,Cadence,1000000000,2020-01-01,2021-12-14,Health,New York,United States,North America,141000000,"Thrive Capital, General Catalyst, Coatue Management",1,40.7127281,-74.0060152
10886,CAIS,1000000000,2009-01-01,2022-01-11,Fintech,New York,United States,North America,406000000,"Franklin Templeton, Motive Partners, Apollo Global Management",13,40.7127281,-74.0060152
10887,Cameo,1000000000,2016-01-01,2021-03-30,Internet software & services,Chicago,United States,North America,165000000,"Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures",5,41.8755616,-87.6244212
10888,Capsule,1000000000,2016-01-01,2021-04-28,Health,New York,United States,North America,570000000,"Thrive Capital, Durable Capital Partners, G Squared",5,40.7127281,-74.0060152
10889,CargoX,1000000000,2015-01-01,2021-10-21,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,390000000,"Valor Capital Group, Lightrock, Softbank Group",6,-23.5506507,-46.6333824
10890,Carro,1000000000,2015-01-01,2021-06-14,E-commerce & direct-to-consumer,Singapore,Singapore,Asia,595000000,"SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures",6,1.357107,103.8194992
10891,Carson Group,1000000000,2012-01-01,2021-07-14,Fintech,Lincoln,United States,North America,,Bain Capital,9,40.8088861,-96.7077751
10892,CHEQ,1000000000,2014-01-01,2022-02-22,Cybersecurity,New York,United States,North America,182000000,"Battery Ventures, Tiger Global Management, Hanaco Ventures",8,40.7127281,-74.0060152
10893,Chronosphere,1000000000,2019-01-01,2021-10-07,Data management & analytics,New York,United States,North America,254000000,"Greylock Partners, Lux Capital, General Atlantic",2,40.7127281,-74.0060152
10894,Cider,1000000000,2020-01-01,2021-09-02,E-commerce & direct-to-consumer,Hong Kong,Hong Kong,Asia,140000000,"Andreessen Horowitz, DST Global, IDG Capital",1,22.3492155,114.1857978
10895,Clara,1000000000,2020-01-01,2021-12-06,Fintech,Mexico City,Mexico,North America,109000000,"DST Global, General Catalyst, Monashees+",1,19.3207722,-99.1514678
10896,Clearcover,1000000000,2016-01-01,2021-04-13,Fintech,Chicago,United States,North America,305000000,"American Family Ventures, Cox Enterprises, OMERS Ventures",5,41.8755616,-87.6244212
10897,CommerceIQ,1000000000,2012-01-01,2022-03-21,Artificial intelligence,Palo Alto,United States,North America,196000000,"Trinity Ventures, Madrona Venture Group, Shasta Ventures",10,37.4443293,-122.1598465
10898,Contrast Security,1000000000,2014-01-01,2021-11-09,Cybersecurity,Los Altos,United States,North America,269000000,"Acero Capital, General Catalyst, M12",7,42.7811566,-3.6202096
10899,Darwinbox,1000000000,2015-01-01,2022-01-25,Internet software & services,Hyderabad,India,Asia,107000000,"Lightspeed India Partners, Sequoia Capital India, Endiya Partners",7,17.360589,78.4740613
10900,Dental Monitoring,1000000000,2014-01-01,2021-10-21,Health,Paris,France,Europe,232000000,"Vitruvian Partners, Merieux Equity Partners, Straumann",7,48.8534951,2.3483915
10901,DianRong,1000000000,2012-01-01,2017-08-02,E-commerce & direct-to-consumer,Shanghai,China,Asia,549000000,"Standard Chartered, FinSight Ventures, Affirma Capital",5,31.2312707,121.4700152
10902,Drata,1000000000,2020-01-01,2021-11-08,Cybersecurity,San Diego,United States,North America,128000000,"Cowboy Ventures, Leaders Fund, GGV Capital",1,32.7174202,-117.162772
10903,DriveNets,1000000000,2015-01-01,2021-01-27,Internet software & services,Ra'anana,Israel,Asia,325000000,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners",6,32.1860244,34.8678359
10904,Dune Analytics,1000000000,2018-01-01,2022-02-02,Data management & analytics,Oslo,Norway,Europe,79000000,"Multicoin Capital, Coatue Management, Dragonfly Capital Partners",4,59.9133301,10.7389701
10905,Dxy.cn,1000000000,2000-01-01,2018-04-10,Health,Hangzhou,China,Asia,682000000,"Tencent Holdings, DCM Ventures",18,30.2489634,120.2052342
10906,EBANX,1000000000,2012-01-01,2019-10-16,Fintech,Curitiba,Brazil,South America,460000000,"FTV Capital, Endeavor",7,-25.4295963,-49.2712724
10907,EcoFlow,1000000000,2017-01-01,2021-06-10,Hardware,Shenzhen,China,Asia,105000000,"Delian Capital, China International Capital Corporation, Sequoia Capital China",4,22.5445741,114.0545429
10908,Electric,1000000000,2016-01-01,2022-03-29,Cybersecurity,New York,United States,North America,209000000,"Primary Venture Partners, Bessemer Venture Partners, Harmonic Growth Partners",6,40.7127281,-74.0060152
10909,Emerging Markets Property Group,1000000000,2015-01-01,2020-04-28,Other,Dubai,United Arab Emirates,Asia,279000000,"OLX Group, KCK Group, EXOR Seeds",5,25.0742823,55.1885387
10910,Esusu,1000000000,2015-01-01,2022-01-27,Fintech,New York,United States,North America,145000000,"Next Play Ventures, Zeal Capital Partners, SoftBank Group",7,40.7127281,-74.0060152
10911,Evidation,1000000000,2012-01-01,2021-03-22,Health,San Mateo,United States,North America,259000000,"B Capital Group,, GE Ventures, McKesson Ventures",9,37.496904,-122.3330573
10912,Expel,1000000000,2016-01-01,2021-11-18,Cybersecurity,Herndon,United States,North America,258000000,"Paladin Capital Group, Greycroft, Scale Venture Partners",5,38.9695316,-77.3859479
10913,Fabric,1000000000,2015-01-01,2021-10-26,"Supply chain, logistics, & delivery",New York,United States,North America,294000000,"Innovation Endeavors, Aleph, Temasek",6,40.7127281,-74.0060152
10914,Feedzai,1000000000,2009-01-01,2021-03-24,Artificial intelligence,San Mateo,United States,North America,277000000,"Global Founders Capital, Shea Ventures, Greycroft",12,37.496904,-122.3330573
10915,Fever Labs,1000000000,2012-01-01,2022-01-26,Internet software & services,New York,United States,North America,299000000,"Accel, 14W, GS Growth",10,40.7127281,-74.0060152
10916,Fiture,1000000000,2019-01-01,2021-04-14,Health,Chengdu,China,Asia,391000000,"Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital",2,30.659867,104.063315
10917,FLASH,1000000000,2011-01-01,2022-03-16,Fintech,Austin,United States,North America,314000000,"L Catterton, Trellis Partners, Vista Equity Partners",11,30.2711286,-97.7436995
10918,Flash Express,1000000000,2017-01-01,2021-02-01,"Supply chain, logistics, & delivery",Bangkok,Thailand,Asia,350000000,"SCB 10X, Krungsri Finnovate, eWTP Capital",4,13.7524938,100.4935089
10919,FlashEx,1000000000,2014-01-01,2018-08-27,"Supply chain, logistics, & delivery",Beijing,China,Asia,359000000,"Prometheus Capital, Matrix Partners China, JD Capital Management",4,40.190632,116.412144
10920,Fractal Analytics,1000000000,2000-01-01,2022-01-05,Data management & analytics,Mumbai,India,Asia,685000000,"TPG Capital, Apax Partners, TA Associates",22,19.054999,72.8692035
10921,Freshbooks,1000000000,2004-01-01,2021-08-10,Fintech,Toronto,Canada,North America,156000000,"Accomplice, Oak Investment Partners, Georgian Partners",17,43.6534817,-79.3839347
10922,FXiaoKe,1000000000,2011-01-01,2015-07-02,Mobile & telecommunications,Beijing,China,Asia,283000000,"IDG Capital, Northern Light Venture Capital, DCM Ventures",4,40.190632,116.412144
10923,Gauntlet Networks,1000000000,2018-01-01,2022-03-07,Fintech,New York,United States,North America,45000000,"Polychain Capital, Paradigm, Ribbit Capital",4,40.7127281,-74.0060152
10924,Geek+,1000000000,2015-01-01,2018-11-21,Hardware,Beijing,China,Asia,439000000,"Volcanics Ventures, Vertex Ventures China, Warburg Pincus",3,40.190632,116.412144
10925,Gelato,1000000000,2007-01-01,2021-08-16,E-commerce & direct-to-consumer,Oslo,Norway,Europe,269000000,"Greylock Partners, Google Ventures, BlackRock",14,59.9133301,10.7389701
10926,Glia,1000000000,2012-01-01,2022-03-21,Fintech,New York,United States,North America,152000000,"Wildcat Capital Management, Insight Partners, Tola Capital",10,40.7127281,-74.0060152
10927,GO1,1000000000,2015-01-01,2021-07-19,Internet software & services,Brisbane,Australia,Oceania,284000000,"Y Combinator, M12, SEEK",6,-27.4689623,153.0235009
10928,Groq,1000000000,2016-01-01,2021-04-14,Artificial intelligence,Mountain View,United States,North America,362000000,"TDK Ventures, Social Capital, D1 Capital Partners",5,37.3893889,-122.0832101
10929,Hailo,1000000000,2017-01-01,2021-10-12,Artificial intelligence,Tel Aviv,Israel,Asia,221000000,"Glory Ventures, Maniv Mobility",4,32.0852997,34.7818064
10930,Haomao.AI,1000000000,2019-01-01,2021-12-22,Artificial intelligence,Beijing,China,Asia,157000000,"Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management",2,40.190632,116.412144
10931,Hasura,1000000000,2017-01-01,2022-02-22,Internet software & services,Bengaluru,India,Asia,137000000,"Nexus Venture Partners, Vertex Ventures, STRIVE",5,12.9767936,77.590082
10932,HAYDON,1000000000,2020-01-01,2021-09-24,Consumer & retail,Shanghai,China,Asia,100000000,"Tencent Holdings, Hillhouse Capital Management",1,31.2312707,121.4700152
10933,Heyday,1000000000,2017-01-01,2021-11-16,E-commerce & direct-to-consumer,Chicago,United States,North America,800000000,"Khosla Ventures,General Catalyst, Victory Park Capital",4,41.8755616,-87.6244212
10934,HMD Global,1000000000,2016-01-01,2018-05-21,Mobile & telecommunications,Espoo,Finland,Europe,330000000,Ginko Ventures,2,60.2049651,24.6559808
10935,Hotmart,1000000000,2011-01-01,2020-03-17,E-commerce & direct-to-consumer,Amsterdam,Netherlands,Europe,127000000,"Technology Crossover Ventures, Alkeon Capital Management, General Atlantic",9,52.3730796,4.8924534
10936,Huike Group,1000000000,2010-01-01,2018-05-24,Edtech,Beijing,China,Asia,302000000,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co.",8,40.190632,116.412144
10937,Human Interest,1000000000,2015-01-01,2021-08-04,Fintech,San Francisco,United States,North America,337000000,"Wing Venture Capital, Slow Ventures, Uncork Capital",6,37.7879363,-122.4075201
10938,Ibotta,1000000000,2011-01-01,2019-08-06,Fintech,Denver,United States,North America,93000000,"Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital",8,39.7392364,-104.984862
10939,iCarbonX,1000000000,2015-01-01,2016-04-12,Artificial intelligence,Shenzhen,China,Asia,200000000,"Tencent, Vcanbio",1,22.5445741,114.0545429
10940,iFood,1000000000,2011-01-01,2018-11-13,"Supply chain, logistics, & delivery",Osasco,Brazil,South America,592000000,"Movile, Just Eat, Naspers",7,-23.5324859,-46.7916801
10941,InFarm,1000000000,2013-01-01,2021-12-16,Other,Berlin,Germany,Europe,600000000,"Atomico, Hanaco Venture Capital, TriplePoint Capital",8,52.5173885,13.3951309
10942,Infobip,1000000000,2006-01-01,2020-07-30,Mobile & telecommunications,Vodnjan,Croatia,Europe,200000000,One Equity Partners,14,44.9603387,13.8497802
10943,Injective Protocol,1000000000,2018-01-01,2021-04-20,Fintech,New York,United States,North America,17000000,"Pantera Capital, Cadenza Ventures, BlockTower Capital",3,40.7127281,-74.0060152
10944,Intellifusion,1000000000,2014-01-01,2019-03-22,Artificial intelligence,Shenzhen,China,Asia,173000000,"BOC International, TopoScend Capital, Hongxiu VC",5,22.5445741,114.0545429
10945,Interos,1000000000,2005-01-01,2021-07-22,Fintech,Arlington,United States,North America,135000000,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock",16,32.7355816,-97.1071186
10946,Iodine Software,1000000000,2010-01-01,2021-12-01,Data management & analytics,Austin,United States,North America,,"Advent International, Bain Capital Ventures, Silversmith Capital Partners",11,30.2711286,-97.7436995
10947,JoyTunes,1000000000,2011-01-01,2021-06-21,Edtech,Tel Aviv,Israel,Asia,92000000,"Genesis Partners, Aleph, Insight Partners",10,32.0852997,34.7818064
10948,Kendra Scott,1000000000,2002-01-01,2016-12-21,Consumer & retail,Austin,United States,North America,,"Berkshire Partners, Norwest Venture Partners",14,30.2711286,-97.7436995
10949,Kitopi,1000000000,2018-01-01,2021-07-01,"Supply chain, logistics, & delivery",Dubai,United Arab Emirates,Asia,504000000,"CE-Ventures, BECO Capital, Nordstar",3,25.0742823,55.1885387
10950,KnowBox,1000000000,2014-01-01,2019-05-30,Edtech,Beijing,China,Asia,306000000,"TAL Education Group, Legend Star, Alibaba Group",5,40.190632,116.412144
10951,Kopi Kenangan,1000000000,2017-01-01,2021-12-27,Consumer & retail,Jakarta,Indonesia,Asia,333000000,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures",4,-6.1754049,106.827168
10952,Lamabang,1000000000,2011-01-01,2015-03-06,E-commerce & direct-to-consumer,Shenzhen,China,Asia,130000000,"5Y Capital, Matrix Partners China, K2VC",4,22.5445741,114.0545429
10953,LayerZero Labs,1000000000,2021-01-01,2022-03-30,Internet software & services,New York,United States,North America,143000000,"Andreessen Horowitz, FTX Ventures, Tiger Global Management",1,40.7127281,-74.0060152
10954,Lessen,1000000000,2019-01-01,2021-11-30,Internet software & services,Scottsdale,United States,North America,205000000,"Khosla Ventures, General Catalyst, Navitas Capital",2,33.4942189,-111.926018
10955,LetsGetChecked,1000000000,2015-01-01,2021-06-07,Health,Dublin,Ireland,Europe,263000000,"Optum Ventures, Qiming Venture Partners, Transformation Capital",6,53.3493795,-6.2605593
10956,Licious,1000000000,2015-01-01,2021-10-05,E-commerce & direct-to-consumer,Bengaluru,India,Asia,489000000,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia",6,12.9767936,77.590082
10957,LinkDoc Technology,1000000000,2014-01-01,2018-07-05,Health,Beijing,China,Asia,253000000,"China Investment Corporation, New Enterprise Associates",4,40.190632,116.412144
10958,Locus Robotics,1000000000,2014-01-01,2021-02-17,Hardware,Wilmington,United States,North America,299000000,"Scale Venture Partners, Bond, Tiger Global Management",7,39.7459468,-75.546589
10959,Lookout,1000000000,2007-01-01,2013-10-10,Cybersecurity,San Francisco,United States,North America,282000000,"Accel Partners, Greylock Partners, Lowercase Capital",6,37.7879363,-122.4075201
10960,Lydia,1000000000,2011-01-01,2021-12-08,Fintech,Paris,France,Europe,263000000,"NewAlpha, XAnge Private Equity, Tencent Holdings",10,48.8534951,2.3483915
10961,MadeiraMadeira,1000000000,2009-01-01,2021-01-07,E-commerce & direct-to-consumer,Parana,Brazil,South America,336000000,"Flybridge Capital Partners, SoftBank Group, Monashees+",12,-24.4842187,-51.8148872
10962,Maimai,1000000000,2013-01-01,2017-11-15,Mobile & telecommunications,Beijing,China,Asia,300000000,"Morningside Venture Capital, IDG Capital, DCM Ventures",4,40.190632,116.412144
10963,Mammoth Biosciences,1000000000,2017-01-01,2021-09-09,Health,Brisbane,United States,North America,265000000,"NFX, Plum Alley, Mayfield",4,-27.4689623,153.0235009
10964,Masterworks,1000000000,2017-01-01,2021-10-05,Fintech,New York,United States,North America,110000000,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners",4,40.7127281,-74.0060152
10965,Maven Clinic,1000000000,2014-01-01,2021-08-17,Health,New York,United States,North America,202000000,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital",7,40.7127281,-74.0060152
10966,MediaMath,1000000000,2007-01-01,2018-07-10,Internet software & services,New York,United States,North America,325000000,"Silicon Valley Bank, QED Investors, European Founders Fund",11,40.7127281,-74.0060152
10967,Meero,1000000000,2016-01-01,2019-06-18,Artificial intelligence,Paris,France,Europe,293000000,"Aglae Ventures, Global Founders Capital, Alven Capital",3,48.8534951,2.3483915
10968,Mensa Brands,1000000000,2021-01-01,2021-11-16,Other,Bengaluru,India,Asia,218000000,"Accel, Falcon Edge Capital, Norwest Venture Partners",0,12.9767936,77.590082
10969,Mia.com,1000000000,2011-01-01,2015-09-08,E-commerce & direct-to-consumer,Beijing,China,Asia,232000000,"Sequoia Capital China, ZhenFund, K2 Ventures",4,40.190632,116.412144
10970,Minio,1000000000,2014-01-01,2022-01-26,Data management & analytics,Palo Alto,United States,North America,126000000,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital",8,37.4443293,-122.1598465
10971,Mobvoi,1000000000,2012-01-01,2017-04-06,Consumer & retail,Beijing,China,Asia,252000000,"Sequoia Capital China, SIG Asia Investments, ZhenFund",5,40.190632,116.412144
10972,Moka,1000000000,2015-01-01,2021-11-02,Internet software & services,Beijing,China,Asia,144000000,"GGV Capital, GSR Ventures, FreesFund",6,40.190632,116.412144
10973,Momenta,1000000000,2016-01-01,2018-10-17,Artificial intelligence,Beijing,China,Asia,1000000000,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China",2,40.190632,116.412144
10974,Morning Consult,1000000000,2014-01-01,2021-06-08,Internet software & services,Washington DC,United States,North America,91000000,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems",7,38.8950368,-77.0365427
10975,Movile,1000000000,1998-01-01,2018-07-12,Mobile & telecommunications,Sao Paulo,Brazil,South America,588000000,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures",20,-23.5506507,-46.6333824
